,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
10,대전광역시 서구,,, 둔산부성 정서지원팀 자원봉사자를 모집합니다,둔산부성노인복지센터,,2019-01-02 2019-12-31
11,대전광역시 서구,,, [급구] 년 생활영어체험학습관 봉사자 모집,월드비전 대전충남지부,,2019-03-05 2019-12-31
12,대전광역시 서구,,,  거동불편노인 식사배달봉사,월드비전 대전충남지부,,2019-02-13 2019-12-31
13,대전광역시 서구,,, 찾아가는 공부방(관저동),생명종합사회복지관,,2019-02-13 2019-12-31
14,대전광역시 서구,,, 년 굿네이버스 대전서부지부 대학생자원봉사동아리  기모집,사회복지법인 굿네이버스대전서부지부,,2019-01-28 2019-12-31
0,대전광역시 서구,,, 일요일 봉사,한줄기,,2019-01-24 2019-12-31
1,대전광역시 서구,,, 토요일 봉사,한줄기,,2019-01-24 2019-12-31
2,대전광역시 서구,,, 이미용 봉사자 모집,구세군대전혜생원,,2019-01-16 2019-12-31
3,대전광역시 서구,,, 방학기간 평일 자원봉사 ,한줄기,,2019-01-14 2019-12-31
4,대전광역시 서구,,, 업무보조 자원봉사자 모집,대전광역시노인보호전문기관,,2019-01-08 2019-12-31
5,대전광역시 서구,,, 자원봉사자 모집,가원,,2019-01-05 2020-01-31
6,대전광역시 서구,,, 대전광역시노인보호전문기관사무업무보조,대전광역시노인보호전문기관,,2018-12-24 2019-12-31
7,대전광역시 서구,,, 중학생 수학 학습지도,향기로운지역아동센터,,2019-01-01 2019-12-31
8,대전광역시 서구,,, 프로그램활동보조,대전발달장애인부모회,,2018-11-28 2019-11-30
9,대전광역시 서구,,, 유등노인복지관 어르신자원봉사자모집,유등노인복지관,,2018-10-24 2019-12-31
10,대전광역시 서구,,, 정기 자원봉사자 모집,한걸음,,2019-01-01 2019-12-31
11,대전광역시 서구,,, 중증장애 차량봉사,되살미사랑나눔봉사대,,2019-06-12 2020-12-31
12,대전광역시 서구,,, 업무보조,고운누리,,2019-03-20 2020-12-22
13,대전광역시 서구,,, 주간보호시설 어르신 이미용 봉사자 모집,경산재가노인지원센터,,2019-09-01 
14,대전광역시 서구,,, 중증장애 차량봉사,되살미사랑나눔봉사대,,2019-06-05 2020-12-31
0,대전광역시 서구,,, 중증장애인 이동봉사,되살미사랑나눔봉사대,,2019-06-12 2020-12-31
